Load of resource;Memory;Total proc. power;Tester
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
0,0000;0,0000;0,0000;200,0000
